         400         400   4.4392533871438600E-002   191.36409702087207        181.53318749921212        9.8309095216599474        4.4392533871438600E-002   191.36409702087207        181.53318749921212        9.8309095216599474     
         800         800   4.4875280230289881E-002   191.39216774209871        185.56018619233626        5.8319815497624461        4.5347840825063261E-002   191.42023434690944        189.50162858362197        1.9186057632874736     
        1200        1200   4.5067236942586866E-002   191.22274534752700        187.34204497020266        3.8807003773243309        4.5445156117635541E-002   190.88344943628798        190.85586195185059        2.7587484437390231E-002
        1600        1600   4.5654648840008798E-002   192.95043833456791        190.54861192150597        2.4018264130619400        4.7369402115198550E-002   198.04310540706163        199.85987236060623        1.8167669535446009     
         400         400   5.0496119681320228E-002   207.77667036384153        216.39073495924836        8.6140645954068304        5.0496119681320228E-002   207.77667036384153        216.39073495924836        8.6140645954068304     
         800         800   5.1818765952004436E-002   212.47635647631790        222.80127752051936        10.324921044201460        5.3107949879154917E-002   217.07431763204443        229.03246135285690        11.958143720812473     
         400         400   4.5330512921208307E-002   189.11332421613710        191.66298432201270        2.5496601058756028        4.5330512921208307E-002   189.11332421613710        191.66298432201270        2.5496601058756028     
         800         800   4.5255839034108097E-002   188.11991177554333        192.02913611096471        3.9092243354213849        4.5180454348177433E-002   187.12122545771996        192.39459106697049        5.2733656092505328     
        1200        1200   4.5192164986924285E-002   187.28748339864501        192.32670249151897        5.0392190928739637        4.5063319703950284E-002   185.61142718194026        192.92045833124209        7.3090311493018305     
        1600        1600   4.5142542199438654E-002   186.73387490645160        192.46347956883309        5.7296046623814902        4.4992421659819579E-002   185.06311311798618        192.87322882449823        7.8101157065120503     
        2000        2000   4.5094309948251303E-002   186.45338177592106        192.33882178938990        5.8854400134688376        4.4900779128013123E-002   185.32716403180788        191.83938064350230        6.5122166116944129     
        2400        2400   4.5044137237398474E-002   186.47766133016262        191.89309146398458        5.4154301338219568        4.4791397409529338E-002   186.59901171392923        189.64872652611720        3.0497148121879718     
        2800        2800   4.5008008192278029E-002   186.71967914513158        191.34758967000388        4.6279105248723056        4.4786499870294066E-002   188.16524920777780        188.04134970269237       0.12389950508543279     
        3200        3200   4.4986799769065541E-002   187.03779100711205        190.85132705303852        3.8135360459264689        4.4832176940655277E-002   189.24960253098416        187.34068377052012        1.9089187604640472     
